trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_zscore,distance_km_zscore,hour_x,day_of_week_x,month_x,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,fare_log,distance_km_log,duration_min_sqrt,fare_amount_standard,distance_km_standard,duration_min_standard,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,fare_per_km,surge_flag_new,zone_name,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,hour_y,day_of_week_y,month_y,gender_encoded,ride_frequency,total_distance,avg_ride_distance,total_fare,avg_ride_fare,days_since_signup,ride_cancellation_rate,population_density,traffic_index,avg_speed_kmph,zone_type
T00505,R0126,1.4,13.21,12.73,2024-04-19,0,-1.4253743982871752,-1.53881816126476,0,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6195832197798796,0.8754687373538999,3.6345563690772495,-1.4429330091855959,-1.53881816126476,-1.3531063544919701,0.025135508555638224,0.053405572755417956,0.06481481481481483,0,9.092857142857143,0,Zone_5,Diya Reddy,29,Female,Surat,2022-09-25,411,20,3.65,0,6,9,0,High,35.7,0.08686131386861315,414.91999999999996,1.009537712895377,1435,0.04866180048661801,2590,1.31,43.9,Business
T00506,R0058,14.33,74.67,196.98,2023-07-07,0,0.729581085228913,1.3669359512554808,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.288166015491662,2.7298116928837226,8.641180474911978,0.7453079990469715,1.3669359512554808,0.35546340766516,0.5146933786799872,0.5537925696594428,0.37076861808044603,0,13.745987438939288,0,Zone_9,Vivaan Reddy,46,Male,Kolkata,2021-05-31,480,25,4.32,0,0,5,1,High,76.12,0.15858333333333335,1043.47,2.1738958333333334,1917,0.052083333333333336,11037,1.83,56.1,Mixed
T00507,R0146,10.48,81.92,95.74,2024-02-21,0,-0.4545040879117588,0.5017268767618284,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.572026967394837,2.4406063908914204,9.050966799187808,-0.45706659890942,0.5017268767618284,0.5570112562762761,0.24569561058560951,0.40479876160990713,0.4068598168060534,0,9.135496183206106,0,Zone_3,Kavya Gupta,30,Male,Surat,2020-04-15,80,11,3.89,0,2,4,1,Low,67.44,0.843,938.47,11.730875000000001,2328,0.1375,12971,2.11,38.0,Business
T00508,R0027,5.43,36.8,93.29,2024-02-22,0,-0.48315885553517474,-0.6331577534181576,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.546375139477586,1.860974538249528,6.06630035524124,-0.48616396916814325,-0.6331577534181576,-0.6973113546662837,0.2391858858539696,0.20936532507739938,0.18224810832337712,0,17.1804788213628,0,Zone_4,Ishaan Iyer,39,Male,Jaipur,2019-10-05,403,61,3.98,0,5,10,1,High,57.83,0.14349875930521092,827.28,2.052803970223325,2521,0.1513647642679901,4038,2.46,48.2,Business
T00509,R0040,6.9,44.89,136.69,2024-01-21,0,0.0244398852224818,-0.3028051977023992,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.925004781456281,2.066862759472976,6.7,0.02927516112924298,-0.3028051977023992,-0.4724117553195347,0.35450100967159104,0.26625386996904027,0.22252090800477897,0,19.810144927536232,0,Zone_3,Aarav Gupta,34,Other,Surat,2023-05-05,485,36,4.41,0,4,5,2,High,80.45,0.1658762886597938,1140.75,2.352061855670103,1213,0.07422680412371134,12971,2.11,38.0,Business
T00510,R0044,17.31,121.35,305.08,2024-04-04,0,1.9938996077151498,2.0366302478765412,0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.7238465056919425,2.907447358686419,11.015897603009932,2.0291552337277885,2.0366302478765412,1.6531535556881802,0.8019183760229567,0.6691176470588235,0.6031461569095977,0,17.624494511842865,0,Zone_6,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,0,5,8,0,Medium,102.26,0.37734317343173435,1660.52,6.127380073800738,2220,0.01845018450184502,14627,0.54,37.6,Mixed
T00511,R0255,12.68,79.77,161.39,2023-01-04,0,0.313326726160595,0.9961320621867725,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.090000849476996,2.615934912194404,8.931405264570632,0.3226241592478014,0.9961320621867725,0.4972418942743587,0.4201296630885322,0.48993808049535603,0.3961569095977698,0,12.727917981072554,0,Zone_1,Reyansh Sharma,37,Female,Bengaluru,2021-07-06,475,42,3.12,0,1,7,0,High,72.02,0.15162105263157893,1262.22,2.6573052631578946,1881,0.08842105263157894,4921,2.43,30.9,Residential
T00512,R0119,9.9,57.09,121.66,2024-05-21,0,-0.15134834227953617,0.3713836915134339,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.809416300197838,2.388762789235098,7.555792479945436,-0.14922829804978277,0.3713836915134339,-0.13325537558772554,0.3145658412158571,0.3823529411764706,0.2832536837913182,0,12.288888888888888,0,Zone_2,Saanvi Iyer,47,Male,Hyderabad,2023-05-05,30,1,4.39,0,4,5,1,Low,29.23,0.9743333333333334,405.5,13.516666666666667,1213,0.03333333333333333,6371,0.91,58.4,Residential
T00513,R0203,0.92,6.6,18.93,2024-02-08,0,-1.3528602924646527,-1.6466883835392934,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.9922261342247034,0.6523251860396903,2.569046515733026,-1.3692988477145407,-1.6466883835392934,-1.5368623930187946,0.04160909767244128,0.0348297213622291,0.03190959776981282,0,20.57608695652174,0,Zone_7,Kavya Gupta,49,Female,Bengaluru,2023-07-25,152,9,3.6,0,1,7,0,Low,38.78,0.25513157894736843,698.6500000000001,4.596381578947369,1132,0.05921052631578947,11070,0.64,45.2,Industrial
T00514,R0257,16.15,85.54,168.43,2023-05-20,0,0.3956653237397174,1.7759438773797525,0,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.132439862170015,2.8419981736119486,9.248783703817493,0.4062345619504192,1.7759438773797525,0.6576461820655507,0.43883515782761184,0.6242260061919505,0.4248805256869773,0,10.429102167182664,0,Zone_3,Arjun Reddy,36,Other,Delhi,2023-03-11,459,19,4.82,0,5,3,2,High,56.11,0.12224400871459695,822.23,1.7913507625272331,1268,0.04139433551198257,12971,2.11,38.0,Business
T00515,R0200,13.26,86.99,131.03,2023-11-11,0,-0.041758475899369235,1.126475247435167,0,5,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.88302916949111,2.65745841498615,9.326842981416595,-0.037945702407236395,1.126475247435167,0.6979557517877736,0.33946221702625146,0.5123839009287926,0.43209876543209874,0,9.8815987933635,0,Zone_3,Kavya Kumar,30,Other,Bengaluru,2021-11-15,443,87,3.6,0,0,11,2,High,39.97,0.09022573363431151,489.45000000000005,1.1048532731376977,1749,0.1963882618510158,12971,2.11,38.0,Business
T00516,R0103,7.26,67.64,94.7,2023-09-18,0,-0.4666677443723108,-0.22190253099649937,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5612182984589085,2.1114245875328868,8.224354077980836,-0.46941813567230656,-0.22190253099649937,0.16003149377051915,0.24293229886279094,0.2801857585139319,0.3357726005575468,0,13.044077134986226,0,Zone_1,Ishaan Gupta,37,Other,Surat,2022-11-24,175,14,3.07,0,3,11,2,Medium,71.43,0.40817142857142863,1236.44,7.065371428571429,1375,0.08,4921,2.43,30.9,Residential
T00517,R0055,5.25,28.74,49.29,2023-07-08,0,-0.9977750904046885,-0.6736090867711075,0,5,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.9178062501838733,1.8325814637483102,5.360970061472083,-1.0087289860595028,-0.6736090867711075,-0.9213769629153312,0.12227654373472206,0.20239938080495357,0.14212465153325365,0,9.388571428571428,0,Zone_3,Kavya Singh,32,Male,Delhi,2021-11-07,425,12,4.19,0,6,11,1,High,71.7,0.16870588235294118,1109.56,2.610729411764706,1757,0.02823529411764706,12971,2.11,38.0,Business
T00518,R0291,7.06,49.66,112.18,2023-02-23,0,-0.2622247492468767,-0.2668484569442216,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.728979471714378,2.0869135565185366,7.046985170979147,-0.26181730623455735,-0.2668484569442216,-0.33980717078504885,0.28937719205016477,0.2724458204334365,0.24626642771804058,0,15.889518413597736,0,Zone_5,Arjun Ghosh,23,Other,Pune,2021-04-19,499,94,3.46,0,0,4,2,High,46.45,0.09308617234468938,795.59,1.59436873747495,1959,0.18837675350701402,2590,1.31,43.9,Business
T00519,R0180,1.99,19.56,17.39,2023-08-08,0,-1.3708718606850858,-1.4062276797189794,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.91180703861623,1.095273387402595,4.422668877499196,-1.3875886233057382,-1.4062276797189794,-1.1765782388118895,0.03751727069826762,0.07623839009287926,0.09642572680207089,0,8.738693467336685,0,Zone_7,Diya Kumar,33,Male,Hyderabad,2019-12-03,44,4,4.53,0,1,12,1,Low,5.65,0.12840909090909092,84.89,1.929318181818182,2462,0.09090909090909091,11070,0.64,45.2,Industrial
T00520,R0221,5.65,30.29,109.51,2024-04-23,0,-0.2934525980446404,-0.583717234875663,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.705106014600691,1.8946168546677629,5.503635162326805,-0.2935275015777376,-0.583717234875663,-0.8782874228674376,0.2822829206079286,0.2178792569659443,0.1498407009159697,0,19.38230088495575,0,Zone_10,Diya Patel,21,Female,Delhi,2021-01-13,106,1,4.41,0,2,1,0,Low,58.73,0.5540566037735849,913.29,8.615943396226415,2055,0.009433962264150943,2440,1.54,35.4,Industrial
T00521,R0240,11.82,111.26,263.6,2024-02-13,0,1.508756848115436,0.8028645806115671,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.5782192516808555,2.551006451492524,10.547985589675406,1.5365189405311166,0.8028645806115671,1.3726545498280205,0.691704750770539,0.45665634674922606,0.5529171644763043,0,22.30118443316413,0,Zone_10,Aarav Iyer,30,Male,Delhi,2020-05-18,174,2,4.07,0,0,5,1,Medium,92.12,0.5294252873563219,1221.47,7.0199425287356325,2295,0.011494252873563218,2440,1.54,35.4,Industrial
T00522,R0131,1.04,5.23,12.62,2024-07-25,0,-1.426660938874349,-1.61972082797066,0,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.611539300721366,0.712949807856125,2.2869193252058544,-1.4442394217278243,-1.61972082797066,-1.5749479864804816,0.024843235200340104,0.03947368421052632,0.025089605734767026,0,12.134615384615383,0,Zone_2,Reyansh Ghosh,24,Male,Surat,2019-10-22,99,7,3.6,0,1,10,1,Low,26.97,0.2724242424242424,435.23,4.396262626262627,2504,0.0707070707070707,6371,0.91,58.4,Residential
T00523,R0044,6.43,50.8,80.02,2024-01-20,0,-0.6383624336424123,-0.40842812367954656,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.394696037774544,2.005525858729668,7.127411872482185,-0.6437648276715147,-0.40842812367954656,-0.30811550907240437,0.2039270910830056,0.24806501547987617,0.2519414575866189,0,12.444790046656298,0,Zone_4,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,0,5,8,0,Medium,102.26,0.37734317343173435,1660.52,6.127380073800738,2220,0.01845018450184502,4038,2.46,48.2,Business
T00524,R0100,8.57,83.49,71.4,2024-01-08,0,-0.7391804323827578,0.07249328396108122,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.282206299391671,2.258633205464863,9.137286249209883,-0.7461400650715946,0.07249328396108122,0.6006567903893038,0.18102348814964397,0.3308823529411765,0.4146754281162883,0,8.331388564760793,0,Zone_4,Ishaan Gupta,28,Male,Delhi,2021-05-24,383,60,3.79,0,0,5,1,High,101.45,0.26488250652741513,1657.49,4.327650130548303,1924,0.1566579634464752,4038,2.46,48.2,Business
T00525,R0207,8.52,62.34,174.3,2023-11-13,0,0.4643198078007185,0.06125680247415051,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.1664987919271885,2.253394848803274,7.895568377260753,0.47594948579478924,0.06125680247415051,0.012693066509979199,0.4544319268785206,0.32894736842105265,0.30938868976503386,0,20.457746478873243,0,Zone_3,Ishaan Iyer,31,Male,Mumbai,2023-12-06,47,3,3.93,0,2,12,1,Low,63.47,1.3504255319148937,1231.46,26.20127659574468,998,0.06382978723404255,12971,2.11,38.0,Business
T00526,R0207,2.11,18.12,29.03,2023-11-20,0,-1.2347324749150599,-1.3792601241503464,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.402196881995239,1.1346227261911428,4.256759330758553,-1.2493464233826606,-1.3792601241503464,-1.2166098115015456,0.06844510574981401,0.08088235294117647,0.0892572680207089,0,13.75829383886256,0,Zone_3,Ishaan Iyer,31,Male,Mumbai,2023-12-06,47,3,3.93,0,2,12,1,Low,63.47,1.3504255319148937,1231.46,26.20127659574468,998,0.06382978723404255,12971,2.11,38.0,Business
T00527,R0292,2.09,13.43,47.71,2024-02-19,0,-1.0162544915659117,-1.3837547167451185,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8858843478184513,1.128171090909654,3.664696440361739,-1.027493820756965,-1.3837547167451185,-1.346990419775495,0.11807843554044002,0.08010835913312694,0.0659099960175229,0,22.82775119617225,0,Zone_1,Diya Patel,37,Female,Jaipur,2020-06-28,141,19,4.39,0,6,6,0,Low,79.36,0.5628368794326241,1137.89,8.070141843971632,2254,0.1347517730496454,4921,2.43,30.9,Residential
T00528,R0257,13.45,121.78,305.45,2023-05-08,0,1.9982270624174616,1.169173877085503,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.725054609931741,2.670694414558441,11.035397591387452,2.0335495304607387,1.169173877085503,1.6651074280885638,0.8029014773089594,0.5197368421052632,0.6052867383512545,0,22.71003717472119,0,Zone_3,Arjun Reddy,36,Other,Delhi,2023-03-11,459,19,4.82,0,5,3,2,High,56.11,0.12224400871459695,822.23,1.7913507625272331,1268,0.04139433551198257,12971,2.11,38.0,Business
T00529,R0015,1.88,10.26,33.99,2024-01-28,0,-1.176721190257042,-1.4309479389902267,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.5550623063795967,1.0577902941478545,3.2031234756093934,-1.1904390942058163,-1.4309479389902267,-1.435115479099252,0.08162397704325647,0.07198142414860682,0.05012943050577459,0,18.079787234042556,0,Zone_7,Saanvi Patel,28,Other,Chennai,2022-12-19,46,1,3.87,0,0,12,2,Low,30.0,0.6521739130434783,597.85,12.996739130434783,1350,0.021739130434782608,11070,0.64,45.2,Industrial
T00530,R0112,13.04,99.41,118.18,2023-03-08,0,-0.19204980812830666,1.0770347288926723,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.780634955318833,2.641910398597665,9.970456358662826,-0.19055844029482652,1.0770347288926723,1.043228066236058,0.30531937506642576,0.5038699690402477,0.49392672242134605,0,9.062883435582823,0,Zone_1,Meera Nair,41,Female,Delhi,2020-11-13,311,11,3.24,0,4,11,0,Medium,89.53,0.28787781350482317,1150.27,3.6986173633440513,2116,0.03536977491961415,4921,2.43,30.9,Residential
T00531,R0267,5.59,46.5,122.05,2024-04-24,0,-0.14678697110682912,-0.5972010126599798,0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.812590776837065,1.8855533485144158,6.819090848492928,-0.14459647176370025,-0.5972010126599798,-0.4276542330762386,0.3156020831119141,0.21555727554179566,0.23053564317005176,0,21.833631484794275,0,Zone_2,Arjun Iyer,37,Other,Jaipur,2021-01-01,131,11,4.5,0,4,1,2,Low,47.19,0.3602290076335878,681.69,5.203740458015267,2067,0.08396946564885496,6371,0.91,58.4,Residential
T00532,R0263,13.4,77.64,221.62,2023-06-03,0,1.0177661767558408,1.1579373955985726,0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.405466282065079,2.667228206581955,8.811356308764276,1.037944408506133,1.1579373955985726,0.43802852633757583,0.5801626102667659,0.5178018575851394,0.3855535643170052,0,16.538805970149255,0,Zone_1,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,0,2,12,2,Medium,104.61999999999999,0.3522558922558922,1547.67,5.2110101010101015,2069,0.0707070707070707,4921,2.43,30.9,Residential
T00533,R0172,5.89,32.82,57.12,2023-02-01,0,-0.9061967922449544,-0.5297821237383965,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.062509838702082,1.9300710850255671,5.728874234961001,-0.9157361660081539,-0.5297821237383965,-0.8079541736279722,0.1430810925709427,0.22716718266253869,0.1624352847471127,0,9.69779286926995,0,Zone_7,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,0,1,12,2,Medium,84.85,0.5050595238095238,1488.61,8.86077380952381,2441,0.08333333333333333,11070,0.64,45.2,Industrial
T00534,R0284,2.17,13.05,51.16,2024-06-07,0,-0.9759039004227341,-1.3657763463660295,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.9543159176183975,1.1537315878891892,3.6124783736376886,-0.98651997284162,-1.3657763463660295,-1.3575543070130431,0.12724519077479007,0.08320433436532508,0.06401831939466349,0,23.576036866359445,0,Zone_8,Vivaan Das,28,Female,Surat,2019-07-31,135,19,4.95,0,2,7,0,Low,60.91,0.45118518518518513,986.33,7.306148148148148,2587,0.14074074074074075,4516,1.93,31.0,Business
T00535,R0268,12.28,103.14,253.82,2023-11-20,0,1.3943716940921664,0.906240210291328,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.540557413553235,2.5862591440482876,10.155786527886454,1.4203669890493549,0.906240210291328,1.1469209593835703,0.6657189924540333,0.4744582043343653,0.5124950219036241,0,20.66938110749186,0,Zone_5,Ishaan Kumar,34,Male,Chennai,2022-10-16,10,0,4.6,0,6,10,1,Low,42.519999999999996,4.252,726.0799999999999,72.60799999999999,1414,0.0,2590,1.31,43.9,Business
T00536,R0008,7.91,52.23,180.63,2023-10-12,0,0.5383543706808097,-0.0758282716664021,0,3,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.201971650761352,2.187174241482718,7.227032586061862,0.5511275893612051,-0.0758282716664021,-0.2683619334153153,0.4712509299606759,0.3053405572755418,0.2590601354042214,0,22.835651074589126,0,Zone_6,Ishaan Ghosh,28,Female,Jaipur,2022-10-01,215,23,4.02,0,5,10,0,Medium,48.25,0.22441860465116278,893.27,4.1547441860465115,1429,0.10697674418604651,14627,0.54,37.6,Mixed
T00537,R0183,15.24,150.36,141.28,2023-03-22,0,0.07812371517818792,1.5714399143176168,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.957796947080254,2.787477334733532,12.262136844775466,0.0837881935731371,1.5714399143176168,2.4596229471652125,0.3666967796790307,0.5890092879256966,0.7475607327757866,0,9.270341207349082,0,Zone_6,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,0,5,8,2,High,57.78,0.14231527093596058,851.14,2.0964039408866997,1464,0.1625615763546798,14627,0.54,37.6,Mixed
T00538,R0234,12.46,108.52,224.08,2023-09-02,0,1.0465379026144546,0.9466915436442783,0,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.416455894565078,2.599722324216582,10.417293314484334,1.0671605435414226,0.9466915436442783,1.2964833629046466,0.5866989053034329,0.4814241486068112,0.5392771804062126,0,17.98394863563403,0,Zone_1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,0,3,12,2,Medium,63.46,0.34677595628415303,1138.75,6.222677595628415,1368,0.16939890710382513,4921,2.43,30.9,Residential
T00539,R0172,6.85,45.73,120.22,2024-03-03,0,-0.16819032814799295,-0.3140416791893299,0,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.797607076523139,2.060513531794317,6.762396025078685,-0.16633042587531813,-0.3140416791893299,-0.4490600045839021,0.3107397172919545,0.2643188854489164,0.22670250896057345,0,17.55036496350365,0,Zone_6,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,0,1,12,2,Medium,84.85,0.5050595238095238,1488.61,8.86077380952381,2441,0.08333333333333333,14627,0.54,37.6,Mixed
T00540,R0023,5.75,56.32,70.29,2023-03-02,0,-0.7521627964896932,-0.561244271901802,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.266756065129537,1.9095425048844386,7.504665215717488,-0.7593229552704448,-0.561244271901802,-0.154661147095389,0.17807418429163568,0.22174922600619196,0.2794205495818399,0,12.224347826086957,0,Zone_5,Meera Iyer,24,Other,Jaipur,2019-10-09,176,32,3.21,0,2,10,2,Medium,64.91,0.36880681818181815,1195.62,6.793295454545454,2517,0.18181818181818182,2590,1.31,43.9,Business
T00541,R0288,8.12,67.78,81.83,2023-10-21,0,-0.6171929930716435,-0.02863504942129399,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.416790314610172,2.21046980408624,8.232860985101109,-0.6222684031130292,-0.02863504942129399,0.16392345222645796,0.20873631629291103,0.3134674922600619,0.3364695340501792,0,10.077586206896552,0,Zone_8,Diya Ghosh,42,Male,Ahmedabad,2021-08-30,43,5,4.56,0,0,8,1,Low,52.08,1.2111627906976743,795.6,18.50232558139535,1826,0.11627906976744186,4516,1.93,31.0,Business
T00542,R0238,8.95,74.18,155.25,2023-03-20,0,0.2415143697492585,0.1578905432617532,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.051457288616511,2.2975725511705014,8.61278120005379,0.2497025864361437,0.1578905432617532,0.34184155306937436,0.4038154958018918,0.34558823529411764,0.36832935085623264,0,17.346368715083802,0,Zone_2,Reyansh Patel,30,Other,Pune,2019-04-22,362,56,4.91,0,0,4,2,High,38.73,0.10698895027624308,590.03,1.6299171270718231,2687,0.15469613259668508,6371,0.91,58.4,Residential
T00543,R0005,3.59,22.45,59.14,2023-02-19,0,-0.8825712287350359,-1.0466602721372018,0,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.096675177560383,1.5238800240724537,4.738143096192854,-0.891745681141778,-1.0466602721372018,-1.09623709640001,0.14844829418641725,0.1381578947368421,0.11081242532855436,0,16.473537604456826,0,Zone_10,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,0,0,5,1,Medium,51.260000000000005,0.17435374149659866,926.45,3.1511904761904765,1917,0.10204081632653061,2440,1.54,35.4,Industrial
T00544,R0133,12.21,79.45,159.69,2023-01-03,0,0.29344382617700027,0.8905091362096256,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.079477043053662,2.580974118534234,8.913472948295743,0.3024341472315445,0.8905091362096256,0.4883459892322131,0.41561271123392496,0.471749226006192,0.39456391875746716,0,13.078624078624077,0,Zone_3,Diya Kumar,25,Female,Delhi,2019-07-13,155,11,4.4,0,5,7,0,Low,64.89,0.4186451612903226,817.27,5.272709677419355,2605,0.07096774193548387,12971,2.11,38.0,Business
T00545,R0051,6.01,59.55,60.9,2024-08-07,0,-0.8619865793402554,-0.5028145681697631,0,2,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.12552017969055,1.9473377010464987,7.7168646482881895,-0.8708430804661235,-0.5028145681697631,-0.06486810557622978,0.15312466787118714,0.23181114551083593,0.29549980087614497,0,10.133111480865225,0,Zone_5,Aarav Nair,21,Male,Kolkata,2020-04-05,213,14,4.02,0,6,4,1,Medium,59.18,0.2778403755868545,1101.02,5.169107981220657,2338,0.06572769953051644,2590,1.31,43.9,Business
T00546,R0178,5.88,40.04,144.17,2024-06-27,1,0.111924645150299,-0.5320294200357826,0,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.9779054694733365,1.9286186519452522,6.32771680782255,0.11811121400077396,-0.5320294200357826,-0.6072403161145573,0.3743755978318631,0.22678018575851394,0.19837714058144165,0,24.518707482993197,1,Zone_4,Saanvi Ghosh,27,Male,Delhi,2021-05-15,56,7,3.13,0,5,5,1,Low,63.260000000000005,1.1296428571428572,1040.54,18.581071428571427,1933,0.125,4038,2.46,48.2,Business
T00547,R0016,5.3,29.91,48.14,2023-11-08,0,-1.0112252874524144,-0.662372605284177,0,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.894673367093033,1.840549633397487,5.469003565550127,-1.0223869353646178,-0.662372605284177,-0.8888513101049856,0.11922095865660538,0.2043343653250774,0.1479490242931103,0,9.083018867924528,0,Zone_9,Aarav Iyer,28,Female,Delhi,2022-01-24,356,51,3.06,0,0,1,0,High,41.24,0.11584269662921348,687.6800000000001,1.9316853932584273,1679,0.14325842696629212,11037,1.83,56.1,Mixed
T00548,R0211,9.16,68.5,91.28,2023-08-10,0,-0.5066674608098958,0.2050837655068617,0,3,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.524827433305553,2.318458442150336,8.276472678623424,-0.5100356892579532,0.2050837655068617,0.183939238571286,0.23384525454352215,0.3537151702786378,0.34005376344086025,0,9.965065502183407,0,Zone_4,Arjun Reddy,36,Female,Mumbai,2021-04-04,435,17,3.63,0,6,4,0,High,46.08,0.10593103448275862,645.88,1.4847816091954023,1974,0.03908045977011494,4038,2.46,48.2,Business
T00549,R0046,4.54,30.89,73.67,2024-05-28,0,-0.7126309129928988,-0.8331671238855214,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.3130784050476105,1.7119945007591924,5.5578772926361015,-0.7191804607910631,-0.8331671238855214,-0.861607600913414,0.18705494739079603,0.17492260061919504,0.15282755874153722,0,16.226872246696036,0,Zone_2,Vivaan Singh,31,Female,Kolkata,2019-08-16,31,4,3.87,0,4,8,0,Low,80.02,2.581290322580645,1296.42,41.82,2571,0.12903225806451613,6371,0.91,58.4,Residential
T00550,R0129,8.67,86.27,133.85,2023-01-05,0,-0.008776253573641394,0.09496624693494224,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.904163049585739,2.269028309465203,9.288164511893617,-0.004454035415562989,0.09496624693494224,0.6779399654429455,0.34695504304389413,0.3347523219814242,0.42851453604141776,0,15.438292964244521,0,Zone_6,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,0,5,10,1,Low,89.88,0.5688607594936709,1508.3,9.54620253164557,1422,0.06329113924050633,14627,0.54,37.6,Mixed
T00551,R0121,21.83,190.53,354.27,2023-11-27,0,2.5692171666522263,3.052408174295063,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.872878063773937,3.1280754605417043,13.803260484392808,2.613359169657015,3.052408174295063,3.5763370269870784,0.93261770645127,0.8440402476780186,0.9475308641975309,0,16.22858451672011,0,Zone_9,Diya Iyer,29,Male,Pune,2023-07-13,378,10,4.17,0,3,7,1,High,87.96,0.23269841269841268,1464.3799999999999,3.8740211640211637,1144,0.026455026455026454,11037,1.83,56.1,Mixed
T00552,R0005,7.73,64.25,102.14,2024-07-27,0,-0.379650817385284,-0.11627960501935203,0,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.636087288622813,2.166765369851511,8.0156097709407,-0.3810571419070403,-0.11627960501935203,0.06579049973028693,0.2627006058029546,0.298374613003096,0.3188968538430904,0,13.213454075032342,0,Zone_2,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,0,0,5,1,Medium,51.260000000000005,0.17435374149659866,926.45,3.1511904761904765,1917,0.10204081632653061,6371,0.91,58.4,Residential
